Genus,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Actinomycetospora,0,0,0,0,0.000372607467838092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomycetota Phylum,0.000271313784827298,0,0,3.92179932152872e-05,0.000921713209915281,0.000138921046538551,0,0,0.000394309806181565,0,0,0,0.000139375250439903,0,0,0,0,0,0,0.000134219179920811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161704363996523,0.000814951646202325,0,0,0,0.000648726036283918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinopolymorphaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134219179920811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinospica,0.000333924658248983,0,0.000554083353408817,0.00027452595250701,0.00160809538751177,0.00120398240333411,0,0,0,0,0,0,0.000121953344134915,0,0.00022234350049522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237753924687948,0,0,0.0003116296281869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacteraceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013119629151816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adhaeribacter_A,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,0,0,0.000516136042594806,0.000451750533316602,0.000316826664132053,0.000275924346560979,0,0,0,0,0,0,0.000600871263331831,0.0033963786113057,0.00516038746638095,0.000598432107877361,0.000811123986095017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeoliella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301167022211068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeribacillus,0,0,0,0,0,0,0,0,0,0,0,0,0.000261328594574818,0.00013511166013627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromicrobium,0.000480016696232912,0,0,0,0,0,0,0,0,0,0.000582623261233705,0,0,0,0,0,0,0.00161581598707347,0.00248331911904881,0.000850054806165134,0.00196127375815712,0,0.0017661275329987,0,0,0,0.000275955762168588,0,0,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101065227497827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059438481171987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariivirgaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014940780180376,0.00188229388881917,0.00212273864968476,0.00153012592183816,0,0,0,0,0,0.00995195607412491,0.00901306894997747,0.00299305865121314,0.000940240089213478,0.00147613253276416,0.000888373889532638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0,0,0,0.00152115070576919,0.0022108904182862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706291426708682,0.000552139540720291,0.00104552799163578,0.000978277228716199,0.000357917813122162,0.00160467852940128,0,0.00130135712957799,0,0,0,0,0,0,0.000173812282734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067423305989437,0,0,0,0,0,0,0,0
AG41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326092409572066,0,0.00124808330064544,0,0,0,0,0,0,0,0,0,0.000904339295841572,0,0,0,0,0,0,0,0,0,0,0,0.000813184430228776,0.000493172641247727,0.00111224807581083,0.00033659408856632,0.00232770937344485,0.00368466983418986,0.000798534454413077,0,0,0,0.000174852346907056,0.000247044962183117,0.000231270910744847
Aggregatilinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543301097468217,0,0,0,0.000156589043240946,0,0.000651011392699372,0.00158021937163041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggregatilineales Order,0,0,0,0,0,0,0,0,0,0.00111644523836106,0,0,0,0,0,0.00252635010322721,0.00133015434809888,0.00158413332066027,0.00127928560678272,0,0,0.000279004882585445,0.00399702546941811,0.00304703865930299,0.00715756446710462,0.00664713835060838,0.00309919548281645,0.000896507992040758,0.000738066266382079,0.0011201235998455,0.000153277846752809,0,0,0,7.7907407046725e-05,0,0,0,7.78907193207929e-05,0,0,0,0,0,4.44899230324332e-05,0,0,0,0,0.000464058657014247,0,0.000470035252643948,0,0,4.62541821489693e-05
Aggregicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677268850649676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriterribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636820989619818,0.0013119629151816,0.000379007001655662,0.000173812282734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agromyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597631207215039,0.000401556029614757,0,0,0.00100664384940608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKYH767 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158593502197653,0.000424080716696411,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,0,0.00144426285583976,0.00126428097873849
AKYH767-A Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353145713354341,0,0,0,0,0,0,0,0,0,0,0.00112505041499501,0.00286445236481315,0.00420897249207077,0.00266512166859791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699409387628225,0.0011592109763977,0.000678394671518216
AL-N1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570466152341628,0.000301167022211068,0.000285143997718848,0.000175588220538805,0.000201328769881216,0.000249616660129087,0.000372006510113927,0.000836586726157278,0,0,0,0,0.0001093302429318,0,5.79374275782155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algoriphagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015306234010452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alicyclobacillaceae Family,0.000375665240530105,0,0,0.000196089966076436,5.88327580796988e-05,0,0,0,0,0.000223289047672212,0,0.00016756968105904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0.000505235282844649,0.000386033314675056,0.000242556545994785,0,7.5291755552767e-05,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkaliphilus_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000521144974811326,0.00026276959149435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloacidobacterium,0,0,0,0,0,0,0,0,0,0,0,0.000242045094863058,0,0,0.00022234350049522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allocatelliglobosispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175680762956456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allosphingosinicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828209311080437,0.000665335994677312,0.000501680630110871,0.000246068496521486,0,0.00148802604045571,0,0,0,0,0,0.000459187020313559,0,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphaproteobacteria Class,0.002379213190024,0.00254005470887065,0.00236087689713322,0.00333352942329941,0.00192187009727016,0.000926140310257004,0.000790156902584942,0.00208892867800657,0.000940277230125269,0.000148859365114808,0,0.000837848405295202,0.0012892210665691,0.00158273659016773,0.0010510783659774,0.000434640877974573,0.000853306562931359,0,0.000501680630110871,0.00149878084244905,0.000641871411760511,0,0.00092954080684142,0,0,0.000413098993540634,0.000530684158016515,0.000437320971727199,0.000379007001655662,0.000270374662031672,0.00852224827945617,0.0102094332366001,0.00689127105666156,0.0132953932198401,0.0285920183861481,0.017838574762576,0.00702392412735765,0.0027473754746482,0.0032519375316431,0.00310390140015406,0.00445284752531232,0.00901647839154317,0.0083486934836821,0.00443855377122954,0.00800818614583797,0.0112759019669717,0.0195045992326586,0.0255017938524193,0.00469726149654751,0.00417652791312822,0.000527148128624143,0.00265569917743831,0.00223422443270127,0.00252745999771959,0.00163431443593025
Ammoniphilus_A,0,0,0,0,0,0,0,0,0,0,0.000473381399752385,0,0.000104531437829927,0,0,0,0,0,0,0,0,0,0,0,0,0.000713534625206549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amnibacterium,0.00152353125326098,0,0,0,0.00827580796987763,0.00578837693910627,0,0,0,0,0,0.000651659870785157,0.000418125751319709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.000522657189149637,0.000424636646142562,0.000747882683483921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398954738584908,0.000366937041328698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171031127665235,0.000308361214326462
Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41485221415799e-05,0,0,0,0,0,0,0,0,0
Anaerocolumna,0,0,0,0,0,0,0,0,0,0,0,0.000260663948314063,0,0.00100368661815515,0.000747882683483921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418902475514153,0.000405561993047509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerohalosphaeraceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49094652826424e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerolinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141010575793184,0,0,0.000123344485730585
Anaerolineaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106020179174103,0,0,0.000154116450389915,0,0,0,0,0,0,0,0.000211515863689777,0,0.000114020751776823,9.25083642979386e-05
Anaerolineae Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08521819982617e-05,0.00168423340215147,0.000978792822185971,0.00129898932294142,0.00175588220538805,0,0,0,0,0.000317399860344061,0.00455927051671732,0.0030419107706174,0.00154959774140822,0.00019679443727724,0.0012766551634717,0.000308999613750483,0.000475161324933707,0.00052445718681165,0.000199746987149611,0.000466074670068194,0,0,0.000285235497557671,0.000402054947509493,0,0.000113281072998323,7.06801194494019e-05,0.000172729471102359,0.000623441396508728,0.000832228832105539,0.000489389153356765,0,9.63190085563386e-05,0,0,0,0,0.000540540540540541,0.000388560770904569,0.000247044962183117,0.0002004347893122
Anaerolineales Order,0.000772200772200772,0,0,0,0,0,0,0.000646573162240127,0.00112226637143984,0,0.000473381399752385,0.00037237706902009,0.000121953344134915,0,0.000202130454995654,0.000842116701075736,0,0.00221778664892437,0.00173079817388251,0,0,0,0,0,0,0.000938861348955986,0,0,0,0,0.00185466194570899,0.00059438481171987,0.00143152007457221,0.00068684688220576,0.00114913425393919,0.00184855697021513,0.000552643776517988,0.000290373017645745,0.000486816995754956,0.000226562145996647,0.00037107062710936,0.0011054686150551,0,0,0.000667348845486497,0,0,0,0,0.00190264049375841,0.00714046101499976,0.00232667450058754,0.00184566366179671,0.000874159096955646,0
Anaeromyxobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012411907015883,0.000128425344741785,0,0,0,0,0,0,0,0
Anaeromyxobacteraceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7907407046725e-05,0.000115534810638445,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerosacchariphilus,0,0,0,0,0,0,0,0,0,0,0,0,0.000121953344134915,0.000173714991603775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerosalibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173812282734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000945781620953888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerotignum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerovoracaceae Family,0,0,0,0,0,0,0,0,0,0,0.000182069769135533,0.000335139362118081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatilimnocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407475823101163,0,0,0,0,0,0,0,0.000444359804481686,0,0,0.000169818930565285,0,0.000199477369292454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angustibacter,0.000229573202546176,0.000334952269301625,0.000481811611659841,0,0.00111782240351428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380287676442297,0,0,0,0,0,0,0,0.00015306234010452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoxybacter,0,0,0,0,0,0,0,0,0,0,0,0,8.71095315249395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275900124155056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399529964747356,0,0,0
Aquabacterium_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315556958030925,0,0,0,0,0,0,0,0,0
Aquicella_A,0,0,0,0,0,0,0,0,0,0,0,0.000633041017334153,0.000209062875659855,0.000328128317473798,0.000242556545994785,0,0.00042665328146568,0.000348509330545259,0,0,0,0,0,0,0,0,0.000679275722261139,0.000590383311831719,0,0,0,0,0,0.000637786390619634,0,0,0,0,0,0.000430468077393629,0.000353400597247009,0.000190002418212595,0,0.000462349351169744,0,0,0,0,0,0,0,0,0.000718837426173454,0.00066512105203147,0.000339197335759108
Aquihabitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000693465762924189,0.000748849980387262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42126723708924e-05,0,0,0,0,0,0,0,0
Aquincolibacteriaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000934004118109066,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquincolibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183933416103371,0,0,0,0,0,0,0,0,0,0,0,0,0.000277409610701846,0.000133469769097299,0,0,0,0,0,0,0.00110458284371328,0.000932545850170967,0.000171031127665235,0.000138762546446908
Aquirhabdus,4.17405822811228e-05,0,0,0,0,0,0,0,0,0,0,0,3.48438126099758e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505816894284269,0,0,0,0,0,0.000213926623168253,0.00100513736877373,0.00755539977411691,0.0195749694141103,0.0181117806089092,0.00390368604691332,0,0,0,0,0,0,0,0,0,0.00164512338425382,0.00571184333229717,0.00199536315609441,0.000370033457191754
Aquisphaera,0.00386100386100386,8.37380673254061e-05,0.00081907973982173,0.00109810381002804,0.0046281769689363,0.00300995600833526,0.00270910938029123,0.00547100368049339,0.00181989141314568,0,0,0.000148950827608036,0.000139375250439903,0.000231619988805034,0.000384047864491743,0.000624796262088449,0.00075291755552767,0,0,0.000603986309643648,0.00156901900652569,0.0020460358056266,0,0,0,0,0,0,0.000159581895433963,0,0.00378596281479438,0,0.00269658432651974,0.00181523818868665,0.00282414350544378,0.00288837026596113,0.000445680464933861,0.000178691087781997,0.000701016473887136,0.000181249716797317,0.000441750746558762,0.00172729471102359,0,0.00151034121382116,0,0.0062690648995477,0.00478384409163148,0.0058663822360128,0.00864296115364742,0.00496542763005244,0,0.000446533490011751,0.000835405657444824,0.000399072631218882,0.000925083642979386
Aquiviventaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0.000175680762956456,0.000316826664132053,0.000150504189033261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258068021297403,0.00230894717028485,0.00212273864968476,0.00198163848893794,0.00165536988569,0.00402952608494098,0.00567309927923739,0,0,0,0,0.000382092593771891,0.000612249360418079,0.000678223055594343,0.000733874082657397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arachidicoccus,0.00014609203798393,0,0,0,0,0,0,0,0,0,0,0.000148950827608036,0.000348438126099758,0.00164064158736899,0.00224364805045176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arboricoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380310768227752,0,0.0012039413237018,0,0.000872424669485269,0.00249616660129087,0,0,0,0,0,0.000254728395847927,0,0.000179529632363208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaea Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178958906561081,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90604915861257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108660219493643,0,0,0,0.000536876719683243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525928263384874,0.000529754547059862,0,0,0,0,0,0,0,0
Arenimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027436705422145,0.00185719663696825,0.00193264265120553,0.00170571414237696,0.00091716439612554,0.00367293085618514,0.00488258544524529,0.00422941067112846,0.00399923824033517,0.00269634277870379,0.00206549496770317,0.000870322019147084,0.000502919117486279,0.000398954738584908,0.000308999613750483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armatimonadaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106963311584127,8.93455438909984e-05,0.000175254118471784,0.000135937287597988,0,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,0,0,0
Armatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0.000115874855156431,0,0,0,0,0,0,0.00016044496737619,0.000670091579182488,0.00054523503524555,0.000317187004395306,0.000194370328485855,0.000241821259543303,0,0,0,0,0,0,0,0,0,0.000188014101057579,0,0,6.16722428652924e-05
ARS49 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000467002059054533,8.74641943454398e-05,0,5.79374275782155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter,0.0107899405196702,0.00647574387316474,0.00708263069139966,0.00715728376178991,0.00211797929086916,0.00412132438064367,0.0144485833615532,0.0209887595742564,0.0190785283144772,0.0115738156376763,0.00710072099628578,0.0057904634232624,0.0038850851060123,0.0027408365341929,0.00493198310189396,0.0107845267847441,0.0065252854812398,0.00820581060102018,0.00599508352982491,0.00152115070576919,0.00424348322219449,0.0134387351778656,0.0191950176612753,0.0148543134641021,0.00480439258750858,0.00337990085624155,0.00227132819631068,0.00172741783832244,0.00135644611118869,0.00135187331015836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter_B,0.000709589898779088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter_K,0.00208702911405614,0,0,0,0,0,0,0.00348154779667761,0.00351845673208165,0.00160023817498418,0.0010924186148132,0,0.000418125751319709,0.000540446640545079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asanoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444899230324332,0,0,0,0,0,0,0,0,0,0
ASMP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79374275782155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133024210406294,0.000185016728595877
Asticcacaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59833540258426e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31113916061849e-05,0,0,0,0,0,0,0,0,0
ASV10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81595042781693e-05,0,0,0,0,0,0,0,0
ASV10192,4.17405822811228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10199,0,0,0,0,0,0,0,0,0,0,0,3.7237706902009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10202,0,0,0,0,0,0,0,0,0,0,0,3.7237706902009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
